"","date","junctionName","time","primaryDownstreamJunctionSection/downStreamJunctionDestination","primaryDownstreamJunctionSection/upStreamJunctionDestination","primaryDownstreamJunctionSection/links/0/speedLimit","primaryDownstreamJunctionSection/avgSpeed","secondaryUpstreamJunctionSection/downStreamJunctionDestination","secondaryUpstreamJunctionSection/upStreamJunctionDestination","secondaryUpstreamJunctionSection/links/0/speedLimit","secondaryUpstreamJunctionSection/avgSpeed","primaryUpstreamJunctionSection/downStreamJunctionDestination","primaryUpstreamJunctionSection/upStreamJunctionDestination","primaryUpstreamJunctionSection/links/0/speedLimit","primaryUpstreamJunctionSection/avgSpeed","secondaryDownstreamJunctionSection/avgSpeed"
"1297",2022-04-07,"J1","01:30","Limited Access","Brent Cross",70,67.72946,"Brent Cross","Mill Hill",70,58.21828,NA,NA,NA,NA,NA
"1298",2022-04-07,"J2","01:30","Limited Access","Limited Access",70,70,"Mill Hill","Edgware",70,67.157555,"Limited Access","Brent Cross",70,67.72946,58.21828
"1299",2022-04-07,"J4","01:30","Watford","Limited Access",70,70,"Edgware","Watford",70,66.006294,"Limited Access","Limited Access",70,70,67.157555
"1300",2022-04-07,"J5","01:30","St Albans","Watford",70,69.06895,"Watford","St Albans",70,62.13712,"Watford","Limited Access",70,70,66.006294
"1301",2022-04-07,"J6","01:30","Limited Access","St Albans",70,67.108086,"St Albans","Heathrow",70,67.58332,"St Albans","Watford",70,69.06895,62.13712
"1302",2022-04-07,"J6A","01:30","Limited Access","Limited Access",70,61.392124,"Heathrow","Hemel Hempstead",70,61.51575,"Limited Access","St Albans",70,67.108086,67.58332
"1303",2022-04-07,"J7","01:30","Hemel Hempstead","Limited Access",50,57.9986,"Hemel Hempstead","Hemel Hempstead",50,68.10968,"Limited Access","Limited Access",70,61.392124,61.51575
"1304",2022-04-07,"J8","01:30","Dunstable","Hemel Hempstead",70,62.81619,"Hemel Hempstead","Harpenden",70,66.52022,"Hemel Hempstead","Limited Access",50,57.9986,68.10968
"1305",2022-04-07,"J9","01:30","Luton Airport","Dunstable",70,62.9976,"Harpenden","Luton Airport",70,70,"Dunstable","Hemel Hempstead",70,62.81619,66.52022
"1306",2022-04-07,"J10","01:30","Luton","Luton Airport",70,61.266605,"Luton Airport","Luton",70,65.706665,"Luton Airport","Dunstable",70,62.9976,70
"1307",2022-04-07,"J11","01:30","Dunstable","Luton",70,60.549744,"Luton","Dunstable",70,65.85606,"Luton","Luton Airport",70,61.266605,65.706665
"1308",2022-04-07,"J11A","01:30","Flitwick","Dunstable",70,65.621544,"Dunstable","Flitwick",70,65.49258,"Dunstable","Luton",70,60.549744,65.85606
"1309",2022-04-07,"J12","01:30","Milton Keynes","Flitwick",70,63.607365,"Flitwick","Bedford",70,63.92885,"Flitwick","Dunstable",70,65.621544,65.49258
"1310",2022-04-07,"J13","01:30","Milton Keynes","Milton Keynes",70,64.20138,"Bedford","Milton Keynes",70,64.54561,"Milton Keynes","Flitwick",70,63.607365,63.92885
"1311",2022-04-07,"J14","01:30","Northampton","Milton Keynes",70,59.264732,"Milton Keynes","Northampton",70,57.727367,"Milton Keynes","Milton Keynes",70,64.20138,64.54561
"1312",2022-04-07,"J15","01:30","Northampton","Northampton",70,61.40065,"Northampton","Northampton",70,49.067978,"Northampton","Milton Keynes",70,59.264732,57.727367
"1313",2022-04-07,"J15A","01:30","Northampton","Northampton",70,60.050503,"Northampton","Northampton",70,53.454224,"Northampton","Northampton",70,61.40065,49.067978
"1314",2022-04-07,"J16","01:30","Coventry","Northampton",70,67.108086,"Northampton","Limited Access",70,65.02133,"Northampton","Northampton",70,60.050503,53.454224
"1315",2022-04-07,"J17","01:30","Rugby","Coventry",70,68.9722,"Limited Access","Rugby",70,65.86535,"Coventry","Northampton",70,67.108086,65.02133
"1316",2022-04-07,"J18","01:30","Birmingham","Rugby",70,68.85227,"Rugby","Birmingham",70,68.670525,"Rugby","Coventry",70,68.9722,65.86535
"1317",2022-04-07,"J19","01:30","Lutterworth / Rugby","Birmingham",70,70,"Birmingham","Lutterworth / Rugby",70,67.86099,"Birmingham","Rugby",70,68.85227,68.670525
"1318",2022-04-07,"J20","01:30","Leicester","Lutterworth / Rugby",70,70,"Lutterworth / Rugby","Leicester",70,66.76969,"Lutterworth / Rugby","Birmingham",70,70,67.86099
"1319",2022-04-07,"J21","01:30","Leicester","Leicester",70,66.993416,"Leicester","Limited Access",70,64.34946,"Leicester","Lutterworth / Rugby",70,70,66.76969
"1320",2022-04-07,"J21A","01:30","Coalville / Leicester","Leicester",70,70,"Limited Access","Leicester",70,66.48672,"Leicester","Leicester",70,66.993416,64.34946
"1321",2022-04-07,"J22","01:30","Loughborough","Coalville / Leicester",70,70,"Leicester","Loughborough",70,64.1538,"Coalville / Leicester","Leicester",70,70,66.48672
"1322",2022-04-07,"J23","01:30","Nottingham / East Mids Airport","Loughborough",70,70,"Loughborough","Birmingham",70,56.044426,"Loughborough","Coalville / Leicester",70,70,64.1538
"1323",2022-04-07,"J23A","01:30","Derby","Nottingham / East Mids Airport",70,70,"Birmingham","East Mids Airport / Loughborough",70,68.85393,"Nottingham / East Mids Airport","Loughborough",70,70,56.044426
"1324",2022-04-07,"J24","01:30","Derby","Derby",70,70,"East Mids Airport / Loughborough","East Mids Airport / Loughborough",70,67.91381,"Derby","Nottingham / East Mids Airport",70,70,68.85393
"1325",2022-04-07,"J24A","01:30","Nottingham / Derby","Derby",70,70,"East Mids Airport / Loughborough","Nottingham / Derby",70,67.72946,"Derby","Derby",70,70,67.91381
"1326",2022-04-07,"J25","01:30","Nottingham","Nottingham / Derby",70,70,"Nottingham / Derby","Nottingham",70,65.51246,"Nottingham / Derby","Derby",70,70,67.72946
"1327",2022-04-07,"J26","01:30","Mansfield","Nottingham",70,70,"Nottingham","Nottingham / Langley Mill",70,70,"Nottingham","Nottingham / Derby",70,70,65.51246
"1328",2022-04-07,"J27","01:30","Mansfield","Mansfield",70,70,"Nottingham / Langley Mill","Mansfield",70,68.76353,"Mansfield","Nottingham",70,70,70
"1329",2022-04-07,"J28","01:30","Chesterfield / Mansfield","Mansfield",70,69.58194,"Mansfield","Mansfield / Chesterfield",70,67.192375,"Mansfield","Mansfield",70,70,68.76353
"1330",2022-04-07,"J29","01:30","Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,67.2377,"Mansfield / Chesterfield","Chesterfield (E) / Bolsover",70,67.462166,"Chesterfield / Mansfield","Mansfield",70,69.58194,67.192375
"1331",2022-04-07,"J29A","01:30","Sheffield","Chesterfield (E) / Bolsover",70,70,"Chesterfield (E) / Bolsover","Worksop",70,67.80003,"Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,67.2377,67.462166
"1332",2022-04-07,"J30","01:30","Sheffield","Sheffield",70,70,"Worksop","Worksop",70,65.001,"Sheffield","Chesterfield (E) / Bolsover",70,70,67.80003
"1333",2022-04-07,"J31","01:30","Doncaster","Sheffield",70,69.94365,"Worksop","Sheffield",70,66.62806,"Sheffield","Sheffield",70,70,65.001
"1334",2022-04-07,"J32","01:30","Sheffield Airport / Rotherham","Doncaster",70,65.80694,"Sheffield","Rotherham",70,61.853676,"Doncaster","Sheffield",70,69.94365,66.62806
"1335",2022-04-07,"J33","01:30","Sheffield / Rotherham","Sheffield Airport / Rotherham",70,60.86806,"Rotherham","Sheffield / Rotherham",70,60.397583,"Sheffield Airport / Rotherham","Doncaster",70,65.80694,61.853676
"1336",2022-04-07,"J34","01:30","Sheffield / Rotherham","Sheffield / Rotherham",70,65.03676,"Sheffield / Rotherham","Sheffield / Rotherham",70,63.624134,"Sheffield / Rotherham","Sheffield Airport / Rotherham",70,60.86806,60.397583
"1337",2022-04-07,"J35","01:30","Chapeltown","Sheffield / Rotherham",70,65.24397,"Sheffield / Rotherham","Limited Access",70,67.108086,"Sheffield / Rotherham","Sheffield / Rotherham",70,65.03676,63.624134
"1338",2022-04-07,"J35A","01:30","Barnsley","Chapeltown",70,61.64971,"Limited Access","Hoyland",70,67.72946,"Chapeltown","Sheffield / Rotherham",70,65.24397,67.108086
"1339",2022-04-07,"J36","01:30","Barnsley","Barnsley",70,66.14141,"Hoyland","Barnsley",70,67.72946,"Barnsley","Chapeltown",70,61.64971,67.72946
"1340",2022-04-07,"J37","01:30","Huddersfield","Barnsley",70,69.68092,"Barnsley","Barnsley",70,68.212585,"Barnsley","Barnsley",70,66.14141,67.72946
"1341",2022-04-07,"J38","01:30","Wakefield","Huddersfield",70,70,"Barnsley","Wakefield",70,69.700035,"Huddersfield","Barnsley",70,69.68092,68.212585
"1342",2022-04-07,"J39","01:30","Dewsbury / Wakefield","Wakefield",70,69.22075,"Wakefield","Wakefield / Dewsbury",70,67.108086,"Wakefield","Huddersfield",70,70,69.700035
"1343",2022-04-07,"J40","01:30","Wakefield","Dewsbury / Wakefield",70,67.307884,"Wakefield / Dewsbury","Wakefield / Morley",70,67.590065,"Dewsbury / Wakefield","Wakefield",70,69.22075,67.108086
"1344",2022-04-07,"J41","01:30","Manchester / Hull","Wakefield",70,65.76946,"Wakefield / Morley","Manchester / Hull",70,64.73401,"Wakefield","Dewsbury / Wakefield",70,67.307884,67.590065
"1345",2022-04-07,"J42","01:30","Leeds","Manchester / Hull",70,68.33423,"Manchester / Hull","Limited Access",70,59.7357,"Manchester / Hull","Wakefield",70,65.76946,64.73401
"1346",2022-04-07,"J43|44","01:30","Limited Access","Leeds",70,69.60777,"Limited Access","Limited Access",70,64.068344,"Leeds","Manchester / Hull",70,68.33423,59.7357
"1347",2022-04-07,"J45","01:30","Leeds","Limited Access",70,70,"Limited Access","Leeds / Garforth",70,67.90559,"Limited Access","Leeds",70,69.60777,64.068344
"1348",2022-04-07,"J46","01:30","Garforth / A1(M) Interchange","Leeds",70,69.304596,"Leeds / Garforth","Garforth / A1(M) Interchange",70,66.27913,"Leeds","Limited Access",70,70,67.90559
"1349",2022-04-07,"J47","01:30","A1 (M) Interchange","Garforth / A1(M) Interchange",70,70,"Garforth / A1(M) Interchange","A1 (M) Interchange",70,67.108086,"Garforth / A1(M) Interchange","Leeds",70,69.304596,66.27913
"1350",2022-04-07,"J48","01:30",NA,NA,NA,NA,NA,NA,NA,NA,"A1 (M) Interchange","Garforth / A1(M) Interchange",70,70,67.108086
"1351",2022-04-08,"J1","01:30","Limited Access","Brent Cross",70,67.108086,"Brent Cross","Mill Hill",70,55.58971,NA,NA,NA,NA,NA
"1352",2022-04-08,"J2","01:30","Limited Access","Limited Access",70,67.50335,"Mill Hill","Edgware",70,64.625114,"Limited Access","Brent Cross",70,67.108086,55.58971
"1353",2022-04-08,"J4","01:30","Watford","Limited Access",70,68.825775,"Edgware","Watford",70,70,"Limited Access","Limited Access",70,67.50335,64.625114
"1354",2022-04-08,"J5","01:30","St Albans","Watford",70,69.722565,"Watford","St Albans",70,66.73834,"Watford","Limited Access",70,68.825775,70
"1355",2022-04-08,"J6","01:30","Limited Access","St Albans",70,64.622604,"St Albans","Heathrow",70,70,"St Albans","Watford",70,69.722565,66.73834
"1356",2022-04-08,"J6A","01:30","Limited Access","Limited Access",70,66.613594,"Heathrow","Hemel Hempstead",70,67.72946,"Limited Access","St Albans",70,64.622604,70
"1357",2022-04-08,"J7","01:30","Hemel Hempstead","Limited Access",50,61.519302,"Hemel Hempstead","Hemel Hempstead",50,59.3936,"Limited Access","Limited Access",70,66.613594,67.72946
"1358",2022-04-08,"J8","01:30","Dunstable","Hemel Hempstead",70,68.08022,"Hemel Hempstead","Harpenden",70,65.67194,"Hemel Hempstead","Limited Access",50,61.519302,59.3936
"1359",2022-04-08,"J9","01:30","Luton Airport","Dunstable",70,59.56944,"Harpenden","Luton Airport",70,69.9697,"Dunstable","Hemel Hempstead",70,68.08022,65.67194
"1360",2022-04-08,"J10","01:30","Luton","Luton Airport",70,65.80306,"Luton Airport","Luton",70,66.096695,"Luton Airport","Dunstable",70,59.56944,69.9697
"1361",2022-04-08,"J11","01:30","Dunstable","Luton",70,66.778725,"Luton","Dunstable",70,68.34154,"Luton","Luton Airport",70,65.80306,66.096695
"1362",2022-04-08,"J11A","01:30","Flitwick","Dunstable",70,65.11839,"Dunstable","Flitwick",70,67.09299,"Dunstable","Luton",70,66.778725,68.34154
"1363",2022-04-08,"J12","01:30","Milton Keynes","Flitwick",70,66.60047,"Flitwick","Bedford",70,66.118706,"Flitwick","Dunstable",70,65.11839,67.09299
"1364",2022-04-08,"J13","01:30","Milton Keynes","Milton Keynes",70,68.84187,"Bedford","Milton Keynes",70,70,"Milton Keynes","Flitwick",70,66.60047,66.118706
"1365",2022-04-08,"J14","01:30","Northampton","Milton Keynes",70,61.24608,"Milton Keynes","Northampton",70,61.64332,"Milton Keynes","Milton Keynes",70,68.84187,70
"1366",2022-04-08,"J15","01:30","Northampton","Northampton",70,57.327137,"Northampton","Northampton",70,49.689346,"Northampton","Milton Keynes",70,61.24608,61.64332
"1367",2022-04-08,"J15A","01:30","Northampton","Northampton",70,54.2818,"Northampton","Northampton",70,55.07533,"Northampton","Northampton",70,57.327137,49.689346
"1368",2022-04-08,"J16","01:30","Coventry","Northampton",70,64.499916,"Northampton","Limited Access",70,66.83966,"Northampton","Northampton",70,54.2818,55.07533
"1369",2022-04-08,"J17","01:30","Rugby","Coventry",70,67.72946,"Limited Access","Rugby",70,70,"Coventry","Northampton",70,64.499916,66.83966
"1370",2022-04-08,"J18","01:30","Birmingham","Rugby",70,66.73907,"Rugby","Birmingham",70,66.82982,"Rugby","Coventry",70,67.72946,70
"1371",2022-04-08,"J19","01:30","Lutterworth / Rugby","Birmingham",70,64.73239,"Birmingham","Lutterworth / Rugby",70,68.671036,"Birmingham","Rugby",70,66.73907,66.82982
"1372",2022-04-08,"J20","01:30","Leicester","Lutterworth / Rugby",70,69.90167,"Lutterworth / Rugby","Leicester",70,66.60977,"Lutterworth / Rugby","Birmingham",70,64.73239,68.671036
"1373",2022-04-08,"J21","01:30","Leicester","Leicester",70,68.40155,"Leicester","Limited Access",70,70,"Leicester","Lutterworth / Rugby",70,69.90167,66.60977
"1374",2022-04-08,"J21A","01:30","Coalville / Leicester","Leicester",70,63.081024,"Limited Access","Leicester",70,65.24397,"Leicester","Leicester",70,68.40155,70
"1375",2022-04-08,"J22","01:30","Loughborough","Coalville / Leicester",70,65.66284,"Leicester","Loughborough",70,69.12477,"Coalville / Leicester","Leicester",70,63.081024,65.24397
"1376",2022-04-08,"J23","01:30","Nottingham / East Mids Airport","Loughborough",70,64.750175,"Loughborough","Birmingham",70,70,"Loughborough","Coalville / Leicester",70,65.66284,69.12477
"1377",2022-04-08,"J23A","01:30","Derby","Nottingham / East Mids Airport",70,65.70716,"Birmingham","East Mids Airport / Loughborough",70,69.8601,"Nottingham / East Mids Airport","Loughborough",70,64.750175,70
"1378",2022-04-08,"J24","01:30","Derby","Derby",70,67.72946,"East Mids Airport / Loughborough","East Mids Airport / Loughborough",70,68.21987,"Derby","Nottingham / East Mids Airport",70,65.70716,69.8601
"1379",2022-04-08,"J24A","01:30","Nottingham / Derby","Derby",70,66.34247,"East Mids Airport / Loughborough","Nottingham / Derby",70,70,"Derby","Derby",70,67.72946,68.21987
"1380",2022-04-08,"J25","01:30","Nottingham","Nottingham / Derby",70,66.74495,"Nottingham / Derby","Nottingham",70,70,"Nottingham / Derby","Derby",70,66.34247,70
"1381",2022-04-08,"J26","01:30","Mansfield","Nottingham",70,68.5378,"Nottingham","Nottingham / Langley Mill",70,70,"Nottingham","Nottingham / Derby",70,66.74495,70
"1382",2022-04-08,"J27","01:30","Mansfield","Mansfield",70,70,"Nottingham / Langley Mill","Mansfield",70,66.90642,"Mansfield","Nottingham",70,68.5378,70
"1383",2022-04-08,"J28","01:30","Chesterfield / Mansfield","Mansfield",70,70,"Mansfield","Mansfield / Chesterfield",70,69.517815,"Mansfield","Mansfield",70,70,66.90642
"1384",2022-04-08,"J29","01:30","Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,70,"Mansfield / Chesterfield","Chesterfield (E) / Bolsover",70,70,"Chesterfield / Mansfield","Mansfield",70,70,69.517815
"1385",2022-04-08,"J29A","01:30","Sheffield","Chesterfield (E) / Bolsover",70,70,"Chesterfield (E) / Bolsover","Worksop",70,70,"Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,70,70
"1386",2022-04-08,"J30","01:30","Sheffield","Sheffield",70,70,"Worksop","Worksop",70,63.746338,"Sheffield","Chesterfield (E) / Bolsover",70,70,70
"1387",2022-04-08,"J31","01:30","Doncaster","Sheffield",70,69.34124,"Worksop","Sheffield",70,66.345375,"Sheffield","Sheffield",70,70,63.746338
"1388",2022-04-08,"J32","01:30","Sheffield Airport / Rotherham","Doncaster",70,64.145386,"Sheffield","Rotherham",70,65.922585,"Doncaster","Sheffield",70,69.34124,66.345375
"1389",2022-04-08,"J33","01:30","Sheffield / Rotherham","Sheffield Airport / Rotherham",70,63.305668,"Rotherham","Sheffield / Rotherham",70,59.279415,"Sheffield Airport / Rotherham","Doncaster",70,64.145386,65.922585
"1390",2022-04-08,"J34","01:30","Sheffield / Rotherham","Sheffield / Rotherham",70,67.72947,"Sheffield / Rotherham","Sheffield / Rotherham",70,68.85224,"Sheffield / Rotherham","Sheffield Airport / Rotherham",70,63.305668,59.279415
"1391",2022-04-08,"J35","01:30","Chapeltown","Sheffield / Rotherham",70,67.108086,"Sheffield / Rotherham","Limited Access",70,70,"Sheffield / Rotherham","Sheffield / Rotherham",70,67.72947,68.85224
"1392",2022-04-08,"J35A","01:30","Barnsley","Chapeltown",70,66.620674,"Limited Access","Hoyland",70,70,"Chapeltown","Sheffield / Rotherham",70,67.108086,70
"1393",2022-04-08,"J36","01:30","Barnsley","Barnsley",70,69.04144,"Hoyland","Barnsley",70,69.21425,"Barnsley","Chapeltown",70,66.620674,70
"1394",2022-04-08,"J37","01:30","Huddersfield","Barnsley",70,68.90472,"Barnsley","Barnsley",70,68.69719,"Barnsley","Barnsley",70,69.04144,69.21425
"1395",2022-04-08,"J38","01:30","Wakefield","Huddersfield",70,70,"Barnsley","Wakefield",70,70,"Huddersfield","Barnsley",70,68.90472,68.69719
"1396",2022-04-08,"J39","01:30","Dewsbury / Wakefield","Wakefield",70,69.84212,"Wakefield","Wakefield / Dewsbury",70,68.20294,"Wakefield","Huddersfield",70,70,70
"1397",2022-04-08,"J40","01:30","Wakefield","Dewsbury / Wakefield",70,70,"Wakefield / Dewsbury","Wakefield / Morley",70,68.008255,"Dewsbury / Wakefield","Wakefield",70,69.84212,68.20294
"1398",2022-04-08,"J41","01:30","Manchester / Hull","Wakefield",70,70,"Wakefield / Morley","Manchester / Hull",70,67.21949,"Wakefield","Dewsbury / Wakefield",70,70,68.008255
"1399",2022-04-08,"J42","01:30","Leeds","Manchester / Hull",70,70,"Manchester / Hull","Limited Access",70,62.620987,"Manchester / Hull","Wakefield",70,70,67.21949
"1400",2022-04-08,"J43|44","01:30","Limited Access","Leeds",70,70,"Limited Access","Limited Access",70,65.87586,"Leeds","Manchester / Hull",70,70,62.620987
"1401",2022-04-08,"J45","01:30","Leeds","Limited Access",70,70,"Limited Access","Leeds / Garforth",70,70,"Limited Access","Leeds",70,70,65.87586
"1402",2022-04-08,"J46","01:30","Garforth / A1(M) Interchange","Leeds",70,70,"Leeds / Garforth","Garforth / A1(M) Interchange",70,70,"Leeds","Limited Access",70,70,70
"1403",2022-04-08,"J47","01:30","A1 (M) Interchange","Garforth / A1(M) Interchange",70,70,"Garforth / A1(M) Interchange","A1 (M) Interchange",70,67.00773,"Garforth / A1(M) Interchange","Leeds",70,70,70
"1404",2022-04-08,"J48","01:30",NA,NA,NA,NA,NA,NA,NA,NA,"A1 (M) Interchange","Garforth / A1(M) Interchange",70,70,67.00773
"1405",2022-04-09,"J1","01:30","Limited Access","Brent Cross",70,70,"Brent Cross","Mill Hill",70,59.796227,NA,NA,NA,NA,NA
"1406",2022-04-09,"J2","01:30","Limited Access","Limited Access",70,66.362,"Mill Hill","Edgware",70,68.84669,"Limited Access","Brent Cross",70,70,59.796227
"1407",2022-04-09,"J4","01:30","Watford","Limited Access",70,69.989365,"Edgware","Watford",70,67.7714,"Limited Access","Limited Access",70,66.362,68.84669
"1408",2022-04-09,"J5","01:30","St Albans","Watford",70,70,"Watford","St Albans",70,67.72946,"Watford","Limited Access",70,69.989365,67.7714
"1409",2022-04-09,"J6","01:30","Limited Access","St Albans",70,65.24397,"St Albans","Heathrow",70,70,"St Albans","Watford",70,70,67.72946
"1410",2022-04-09,"J6A","01:30","Limited Access","Limited Access",70,65.803535,"Heathrow","Hemel Hempstead",70,67.108086,"Limited Access","St Albans",70,65.24397,70
"1411",2022-04-09,"J7","01:30","Hemel Hempstead","Limited Access",50,60.480526,"Hemel Hempstead","Hemel Hempstead",50,58.68059,"Limited Access","Limited Access",70,65.803535,67.108086
"1412",2022-04-09,"J8","01:30","Dunstable","Hemel Hempstead",70,65.76379,"Hemel Hempstead","Harpenden",70,64.78536,"Hemel Hempstead","Limited Access",50,60.480526,58.68059
"1413",2022-04-09,"J9","01:30","Luton Airport","Dunstable",70,67.89026,"Harpenden","Luton Airport",70,66.42541,"Dunstable","Hemel Hempstead",70,65.76379,64.78536
"1414",2022-04-09,"J10","01:30","Luton","Luton Airport",70,65.11941,"Luton Airport","Luton",70,64.93107,"Luton Airport","Dunstable",70,67.89026,66.42541
"1415",2022-04-09,"J11","01:30","Dunstable","Luton",70,66.85343,"Luton","Dunstable",70,64.21146,"Luton","Luton Airport",70,65.11941,64.93107
"1416",2022-04-09,"J11A","01:30","Flitwick","Dunstable",70,65.278984,"Dunstable","Flitwick",70,64.42926,"Dunstable","Luton",70,66.85343,64.21146
"1417",2022-04-09,"J12","01:30","Milton Keynes","Flitwick",70,67.61997,"Flitwick","Bedford",70,69.37641,"Flitwick","Dunstable",70,65.278984,64.42926
"1418",2022-04-09,"J13","01:30","Milton Keynes","Milton Keynes",70,70,"Bedford","Milton Keynes",70,66.8771,"Milton Keynes","Flitwick",70,67.61997,69.37641
"1419",2022-04-09,"J14","01:30","Northampton","Milton Keynes",70,57.093197,"Milton Keynes","Northampton",70,60.904854,"Milton Keynes","Milton Keynes",70,70,66.8771
"1420",2022-04-09,"J15","01:30","Northampton","Northampton",70,54.519672,"Northampton","Northampton",70,49.910034,"Northampton","Milton Keynes",70,57.093197,60.904854
"1421",2022-04-09,"J15A","01:30","Northampton","Northampton",70,55.92341,"Northampton","Northampton",70,54.97259,"Northampton","Northampton",70,54.519672,49.910034
"1422",2022-04-09,"J16","01:30","Coventry","Northampton",70,67.709335,"Northampton","Limited Access",70,67.74367,"Northampton","Northampton",70,55.92341,54.97259
"1423",2022-04-09,"J17","01:30","Rugby","Coventry",70,70,"Limited Access","Rugby",70,68.9722,"Coventry","Northampton",70,67.709335,67.74367
"1424",2022-04-09,"J18","01:30","Birmingham","Rugby",70,70,"Rugby","Birmingham",70,70,"Rugby","Coventry",70,70,68.9722
"1425",2022-04-09,"J19","01:30","Lutterworth / Rugby","Birmingham",70,70,"Birmingham","Lutterworth / Rugby",70,70,"Birmingham","Rugby",70,70,70
"1426",2022-04-09,"J20","01:30","Leicester","Lutterworth / Rugby",70,70,"Lutterworth / Rugby","Leicester",70,70,"Lutterworth / Rugby","Birmingham",70,70,70
"1427",2022-04-09,"J21","01:30","Leicester","Leicester",70,67.70995,"Leicester","Limited Access",70,63.268997,"Leicester","Lutterworth / Rugby",70,70,70
"1428",2022-04-09,"J21A","01:30","Coalville / Leicester","Leicester",70,70,"Limited Access","Leicester",70,68.9722,"Leicester","Leicester",70,67.70995,63.268997
"1429",2022-04-09,"J22","01:30","Loughborough","Coalville / Leicester",70,70,"Leicester","Loughborough",70,70,"Coalville / Leicester","Leicester",70,70,68.9722
"1430",2022-04-09,"J23","01:30","Nottingham / East Mids Airport","Loughborough",70,70,"Loughborough","Birmingham",70,70,"Loughborough","Coalville / Leicester",70,70,70
"1431",2022-04-09,"J23A","01:30","Derby","Nottingham / East Mids Airport",70,68.04583,"Birmingham","East Mids Airport / Loughborough",70,68.06097,"Nottingham / East Mids Airport","Loughborough",70,70,70
"1432",2022-04-09,"J24","01:30","Derby","Derby",70,68.35083,"East Mids Airport / Loughborough","East Mids Airport / Loughborough",70,67.34823,"Derby","Nottingham / East Mids Airport",70,68.04583,68.06097
"1433",2022-04-09,"J24A","01:30","Nottingham / Derby","Derby",70,66.4146,"East Mids Airport / Loughborough","Nottingham / Derby",70,69.593575,"Derby","Derby",70,68.35083,67.34823
"1434",2022-04-09,"J25","01:30","Nottingham","Nottingham / Derby",70,68.19885,"Nottingham / Derby","Nottingham",70,68.52744,"Nottingham / Derby","Derby",70,66.4146,69.593575
"1435",2022-04-09,"J26","01:30","Mansfield","Nottingham",70,67.41971,"Nottingham","Nottingham / Langley Mill",70,69.73778,"Nottingham","Nottingham / Derby",70,68.19885,68.52744
"1436",2022-04-09,"J27","01:30","Mansfield","Mansfield",70,70,"Nottingham / Langley Mill","Mansfield",70,70,"Mansfield","Nottingham",70,67.41971,69.73778
"1437",2022-04-09,"J28","01:30","Chesterfield / Mansfield","Mansfield",70,70,"Mansfield","Mansfield / Chesterfield",70,67.93857,"Mansfield","Mansfield",70,70,70
"1438",2022-04-09,"J29","01:30","Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,70,"Mansfield / Chesterfield","Chesterfield (E) / Bolsover",70,70,"Chesterfield / Mansfield","Mansfield",70,70,67.93857
"1439",2022-04-09,"J29A","01:30","Sheffield","Chesterfield (E) / Bolsover",70,70,"Chesterfield (E) / Bolsover","Worksop",70,69.19252,"Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,70,70
"1440",2022-04-09,"J30","01:30","Sheffield","Sheffield",70,70,"Worksop","Worksop",70,64.80915,"Sheffield","Chesterfield (E) / Bolsover",70,70,69.19252
"1441",2022-04-09,"J31","01:30","Doncaster","Sheffield",70,70,"Worksop","Sheffield",70,64.48127,"Sheffield","Sheffield",70,70,64.80915
"1442",2022-04-09,"J32","01:30","Sheffield Airport / Rotherham","Doncaster",70,64.976166,"Sheffield","Rotherham",70,66.71292,"Doncaster","Sheffield",70,70,64.48127
"1443",2022-04-09,"J33","01:30","Sheffield / Rotherham","Sheffield Airport / Rotherham",70,61.18234,"Rotherham","Sheffield / Rotherham",70,58.036674,"Sheffield Airport / Rotherham","Doncaster",70,64.976166,66.71292
"1444",2022-04-09,"J34","01:30","Sheffield / Rotherham","Sheffield / Rotherham",70,64.277336,"Sheffield / Rotherham","Sheffield / Rotherham",70,65.34255,"Sheffield / Rotherham","Sheffield Airport / Rotherham",70,61.18234,58.036674
"1445",2022-04-09,"J35","01:30","Chapeltown","Sheffield / Rotherham",70,62.75849,"Sheffield / Rotherham","Limited Access",70,68.50949,"Sheffield / Rotherham","Sheffield / Rotherham",70,64.277336,65.34255
"1446",2022-04-09,"J35A","01:30","Barnsley","Chapeltown",70,67.259155,"Limited Access","Hoyland",70,70,"Chapeltown","Sheffield / Rotherham",70,62.75849,68.50949
"1447",2022-04-09,"J36","01:30","Barnsley","Barnsley",70,70,"Hoyland","Barnsley",70,70,"Barnsley","Chapeltown",70,67.259155,70
"1448",2022-04-09,"J37","01:30","Huddersfield","Barnsley",70,69.68092,"Barnsley","Barnsley",70,70,"Barnsley","Barnsley",70,70,70
"1449",2022-04-09,"J38","01:30","Wakefield","Huddersfield",70,70,"Barnsley","Wakefield",70,70,"Huddersfield","Barnsley",70,69.68092,70
"1450",2022-04-09,"J39","01:30","Dewsbury / Wakefield","Wakefield",70,64.49833,"Wakefield","Wakefield / Dewsbury",70,70,"Wakefield","Huddersfield",70,70,70
